lat,lon,temp_avg,temp_min,temp_max,pm_1_avg,pm_1_min,pm_1_max,pm_2_5_avg,pm_2_5_min,pm_2_5_max,pm_10_avg,pm_10_min,pm_10_max,hum_avg,hum_min,hum_max,date,hour
51.462,5.415,21.779583,21.779583,21.779583,9.641435,9.641435,9.641435,10.195452,10.195452,10.195452,10.195452,10.195452,10.195452,29.835953,29.835953,29.835953,2025-03-19,15
51.463,5.415,21.718164,21.718164,21.718164,9.527529,9.527529,9.527529,10.075001,10.075001,10.075001,10.075001,10.075001,10.075001,29.524673,29.524673,29.524673,2025-03-19,15
51.463,5.416,21.779583,21.779583,21.779583,9.703845,9.611382,9.796309,10.261449,10.1636715,10.359226,10.261449,10.1636715,10.359226,29.491104,29.330887,29.651321,2025-03-19,15
51.463,5.417,21.795605,21.795605,21.795605,9.693699,9.693699,9.693699,10.250719,10.250719,10.250719,10.250719,10.250719,10.250719,29.541458,29.541458,29.541458,2025-03-19,15
51.464,5.418,21.79694,21.779583,21.814297,9.786933,9.4648,10.109066,10.349311,10.008667,10.689954,10.349311,10.008667,10.689954,28.92804,28.89447,28.961609,2025-03-19,15
51.464,5.419,21.74487,21.723507,21.766232,10.747506,10.57797,10.917042,11.36508,11.1858015,11.544358,11.36508,11.1858015,11.544358,29.697098,29.591812,29.802383,2025-03-19,15
51.464,5.42,21.702143,21.702143,21.702143,11.044185,11.044185,11.044185,11.678806,11.678806,11.678806,11.678806,11.678806,11.678806,29.541458,29.541458,29.541458,2025-03-19,15
51.465,5.421,21.748875,21.68345,21.814297,10.798694,10.749873,10.847514,11.419209,11.367582,11.470835,11.419209,11.367582,11.470835,29.59639,29.47432,29.71846,2025-03-19,15
51.465,5.422,21.716831,21.710154,21.723507,10.839726,10.547121,11.132332,11.4626,11.15318,11.772019,11.4626,11.15318,11.772019,28.81437,28.599976,29.028763,2025-03-19,15
51.466,5.423,21.76623,21.718164,21.814297,10.613037,10.601141,10.624934,11.222884,11.210304,11.235465,11.222884,11.210304,11.235465,29.697098,29.44075,29.953445,2025-03-19,15
51.466,5.424,21.707483,21.696802,21.718164,10.488714,10.476628,10.5008,11.091417,11.078637,11.104198,11.091417,11.078637,11.104198,29.575027,29.524673,29.625381,2025-03-19,15
51.466,5.425,21.67544,21.67544,21.67544,10.797566,10.797566,10.797566,11.418016,11.418016,11.418016,11.418016,11.418016,11.418016,29.835953,29.835953,29.835953,2025-03-19,15
51.467,5.426,21.630045,21.619364,21.640726,10.638853,10.5815115,10.696194,11.250184,11.189548,11.31082,11.250184,11.189548,11.31082,29.499496,29.297318,29.701675,2025-03-19,15
51.467,5.427,21.646067,21.646067,21.646067,10.761746,10.761746,10.761746,11.380138,11.380138,11.380138,11.380138,11.380138,11.380138,29.15541,29.15541,29.15541,2025-03-19,15
51.467,5.428,21.738194,21.731518,21.74487,10.864325,10.754504,10.974146,11.488611,11.37248,11.604743,11.488611,11.37248,11.604743,29.259933,29.002823,29.517044,2025-03-19,15
51.467,5.429,21.710154,21.710154,21.710154,11.256422,11.256422,11.256422,11.903239,11.903239,11.903239,11.903239,11.903239,11.903239,29.44075,29.44075,29.44075,2025-03-19,15
51.467,5.43,21.780117,21.646067,21.886396,10.793648,10.307521,11.136251,11.413873,10.899813,11.776163,11.413873,10.899813,11.776163,28.916447,28.767822,29.175247,2025-03-19,15
51.468,5.431,21.887287,21.843672,21.947815,10.33125,10.120636,10.641486,10.924906,10.7021885,11.252968,10.924906,10.7021885,11.252968,28.457052,28.17273,28.62439,2025-03-19,15
51.458,5.432,20.569923,20.569923,20.569923,9.656224,9.656224,9.656224,10.211097,10.211097,10.211097,10.211105,10.211105,10.211105,33.95131,33.95131,33.95131,2025-03-19,15
51.468,5.432,21.955826,21.955826,21.955826,10.293189,10.293189,10.293189,10.884657,10.884657,10.884657,10.884657,10.884657,10.884657,28.273438,28.273438,28.273438,2025-03-19,15
51.469,5.432,22.075989,22.075989,22.075989,10.0350485,10.0350485,10.0350485,10.611683,10.611683,10.611683,10.611683,10.611683,10.611683,28.020142,28.020142,28.020142,2025-03-19,15
51.458,5.433,20.561913,20.527199,20.596626,9.997627,9.82651,10.168745,10.572114,10.391164,10.753064,10.572114,10.391164,10.753064,33.412674,32.422363,34.402985,2025-03-19,15
51.458,5.434,20.583275,20.561913,20.604637,10.055932,9.894184,10.217681,10.633769,10.462726,10.8048115,10.633769,10.462726,10.8048115,32.955666,32.855713,33.05562,2025-03-19,15
51.47,5.434,22.264248,22.201494,22.327,10.247551,10.158326,10.336776,10.836397,10.742044,10.930749,10.836397,10.742044,10.930749,28.146782,27.809555,28.484009,2025-03-19,15
51.457,5.435,20.417715,20.350958,20.484472,9.61583,9.357934,9.873727,10.168378,9.895662,10.4410925,10.168378,9.895662,10.4410925,32.96482,32.690918,33.238724,2025-03-19,15
51.47,5.435,22.516594,22.516594,22.516594,9.93214,9.93214,9.93214,10.502862,10.502862,10.502862,10.502862,10.502862,10.502862,28.41687,28.41687,28.41687,2025-03-19,15
51.457,5.436,20.288204,20.281528,20.29488,9.489828,9.479256,9.500401,10.035134,10.023955,10.046314,10.035134,10.023955,10.046314,33.550766,33.420303,33.68123,2025-03-19,15
51.457,5.437,20.169374,20.169374,20.169374,9.098261,9.098261,9.098261,9.621067,9.621067,9.621067,9.621067,9.621067,9.621067,33.89943,33.89943,33.89943,2025-03-19,15
51.456,5.438,20.12131,20.12131,20.12131,8.557522,8.557522,8.557522,9.049256,9.049256,9.049256,9.049256,9.049256,9.049256,33.264664,33.264664,33.264664,2025-03-19,15
51.457,5.438,20.198748,20.198748,20.198748,8.664525,8.664525,8.664525,9.162408,9.162408,9.162408,9.162408,9.162408,9.162408,33.542374,33.542374,33.542374,2025-03-19,15
51.455,5.439,20.078583,20.078583,20.078583,8.990305,8.990305,8.990305,9.506908,9.506908,9.506908,9.506908,9.506908,9.506908,33.516434,33.516434,33.516434,2025-03-19,15
51.456,5.439,20.099945,20.099945,20.099945,8.656528,8.656528,8.656528,9.153952,9.153952,9.153952,9.153952,9.153952,9.153952,32.465088,32.465088,32.465088,2025-03-19,15
51.455,5.44,20.04921,20.04921,20.04921,9.201497,9.201497,9.201497,9.730235,9.730235,9.730235,9.730235,9.730235,9.730235,33.6736,33.6736,33.6736,2025-03-19,15
51.454,5.441,20.198748,20.198748,20.198748,8.978408,8.978408,8.978408,9.494328,9.494328,9.494328,9.494328,9.494328,9.494328,33.04799,33.04799,33.04799,2025-03-19,15
51.455,5.441,20.182726,20.182726,20.182726,9.419728,9.419728,9.419728,9.961007,9.961007,9.961007,9.961007,9.961007,9.961007,33.25551,33.25551,33.25551,2025-03-19,15
51.454,5.442,20.148012,20.113298,20.182726,9.374773,9.3699875,9.379559,9.913468,9.908408,9.918529,9.913468,9.908408,9.918529,33.664444,33.586624,33.742264,2025-03-19,15
51.453,5.443,20.156023,20.156023,20.156023,9.810554,9.810554,9.810554,10.37429,10.37429,10.37429,10.37429,10.37429,10.37429,33.09987,33.09987,33.09987,2025-03-19,15
51.453,5.444,20.050545,20.009155,20.091934,9.390109,9.257065,9.523154,9.929686,9.788996,10.070376,9.929686,9.788996,10.070376,33.542374,33.420303,33.664444,2025-03-19,15
51.455,5.444,20.85603,20.337605,21.320286,9.283281,8.631382,9.876624,9.816721,9.12736,10.444157,9.816721,9.12736,10.444157,35.545883,33.594254,42.1149,2025-03-19,15
51.453,5.445,20.10462,19.96643,20.29488,9.029125,8.9170685,9.106773,9.547957,9.429463,9.630069,9.547957,9.429463,9.630069,33.581665,32.777893,34.802765,2025-03-19,15
51.455,5.445,21.417309,21.355001,21.50187,10.143303,9.297464,10.801692,10.726158,9.8317175,11.422378,10.726155,9.8317175,11.422375,31.886267,30.519562,33.064774,2025-03-19,15
51.454,5.446,21.38838,21.33898,21.43778,11.023398,10.965659,11.081138,11.656823,11.595766,11.71788,11.65682,11.595763,11.717877,32.24765,32.039368,32.455933,2025-03-19,15
51.455,5.446,21.403067,21.298923,21.50721,11.199699,11.00419,11.395209,11.843255,11.636512,12.049999,11.843252,11.636509,12.049995,32.017998,31.319138,32.716858,2025-03-19,15
51.455,5.447,21.206799,21.170748,21.242847,10.509422,10.274371,10.744473,11.113314,10.864756,11.361872,11.113311,10.864753,11.361868,31.453415,31.232162,31.674667,2025-03-19,15
51.456,5.447,21.144045,21.144045,21.144045,10.306138,10.306138,10.306138,10.898348,10.898348,10.898348,10.898345,10.898345,10.898345,31.700607,31.700607,31.700607,2025-03-19,15
51.456,5.448,21.154726,21.130693,21.178759,10.38699,10.0529375,10.721043,10.983846,10.630598,11.337093,10.983843,10.630595,11.3370905,31.505295,31.345078,31.665512,2025-03-19,15
51.476,5.448,23.192411,21.865032,23.632792,8.529622,5.400696,9.875941,9.058118,6.1714153,10.443435,9.104979,6.7337093,10.443438,27.226791,26.157013,29.645218,2025-03-19,15
51.456,5.449,21.03189,20.983826,21.079956,10.496328,10.481431,10.511225,11.099466,11.083714,11.115219,11.099463,11.083711,11.115216,31.013954,30.814056,31.213852,2025-03-19,15
51.457,5.45,20.89971,20.871672,20.927748,10.547196,10.541669,10.552724,11.153257,11.147413,11.159102,11.1532545,11.147409,11.1591,31.866173,31.570908,32.161438,2025-03-19,15
51.458,5.45,20.803577,20.77821,20.828945,9.890674,9.835227,9.946121,10.45901,10.400377,10.517643,10.459007,10.400374,10.51764,32.49179,32.396423,32.58716,2025-03-19,15
51.458,5.451,20.794231,20.794231,20.794231,9.9574585,9.9574585,9.9574585,10.529633,10.529633,10.529633,10.52963,10.52963,10.52963,31.874557,31.874557,31.874557,2025-03-19,15
51.459,5.451,20.663385,20.631342,20.695429,10.637409,10.147456,11.127363,11.248655,10.730548,11.766762,11.2486515,10.730545,11.766759,32.6131,32.28351,32.942688,2025-03-19,15
51.459,5.452,20.751507,20.751507,20.751507,11.217133,11.217133,11.217133,11.86169,11.86169,11.86169,11.861686,11.861686,11.861686,32.768738,32.768738,32.768738,2025-03-19,15
51.46,5.452,20.674068,20.61799,20.730145,10.490571,10.408436,10.572706,11.093378,11.006524,11.180233,11.093375,11.006521,11.18023,33.038826,32.56122,33.516434,2025-03-19,15
51.461,5.453,20.712341,20.70344,20.716791,9.709386,9.362579,10.185768,10.267305,9.900571,10.771061,10.267302,9.900568,10.771058,32.90251,32.603943,33.29976,2025-03-19,15
51.461,5.454,20.77821,20.77821,20.77821,9.703165,9.703165,9.703165,10.260727,10.260727,10.260727,10.260724,10.260724,10.260724,31.996628,31.996628,31.996628,2025-03-19,15
51.462,5.454,20.78889,20.569923,20.962461,10.293434,10.186785,10.433202,10.884913,10.772137,11.032713,10.88491,10.772134,11.03271,31.822678,31.744858,31.952377,2025-03-19,15
51.461,5.457,20.859531,20.674067,21.381704,10.479236,9.742523,10.858141,11.081392,10.302347,11.48207,11.081388,10.302342,11.482066,32.496162,31.796738,34.158844,2025-03-19,15
51.457,5.469,22.513924,22.468529,22.559319,10.215643,10.07457,10.356715,10.802655,10.653476,10.951834,10.802651,10.653472,10.95183,30.793457,29.823746,31.763168,2025-03-19,15
51.457,5.47,22.48989,22.48989,22.48989,10.278297,10.278297,10.278297,10.86891,10.86891,10.86891,10.868907,10.868907,10.868907,29.92598,29.92598,29.92598,2025-03-19,15
51.453,5.471,22.532616,22.497902,22.56733,9.767589,9.355512,10.179665,10.328855,9.893099,10.76461,10.328851,9.893096,10.764606,31.202408,30.241852,32.162964,2025-03-19,15
51.454,5.471,22.570002,22.559319,22.580683,9.121433,9.020599,9.222268,9.645571,9.538942,9.752199,9.645568,9.538939,9.752196,31.216133,30.61264,31.819626,2025-03-19,15
51.455,5.471,22.636759,22.623407,22.65011,8.950016,8.739344,9.086474,9.464303,9.241525,9.608603,9.4643,9.241522,9.6086,30.727085,30.21286,31.26268,2025-03-19,15
51.456,5.471,22.41957,22.343021,22.56733,8.741427,8.629736,8.849558,9.243728,9.125619,9.358072,9.243725,9.125616,9.358068,28.966192,28.589294,29.43312,2025-03-19,15
51.457,5.471,22.391756,22.174791,22.56733,9.712295,8.702055,10.384549,10.270383,9.202094,10.981268,10.27038,9.202091,10.981264,31.598755,29.860367,32.933533,2025-03-19,15
51.452,5.472,22.524605,22.524605,22.524605,11.005828,11.005828,11.005828,11.638247,11.638247,11.638247,11.638243,11.638243,11.638243,33.778885,33.778885,33.778885,2025-03-19,15
51.453,5.472,22.578012,22.497902,22.72221,9.832002,9.562567,10.242281,10.39697,10.112052,10.830824,10.396966,10.112049,10.83082,31.22911,28.421448,38.065155,2025-03-19,15
51.455,5.406,20.812923,20.812923,20.812923,4.7030587,4.7030587,4.7030587,4.9733067,4.9733067,4.9733067,4.9733067,4.9733067,4.9733067,31.28099,31.28099,31.28099,2025-03-19,16
51.456,5.406,20.859655,20.807583,20.911726,5.0110483,4.9855494,5.036547,5.298994,5.27203,5.325958,5.298994,5.27203,5.325958,30.764465,30.574493,30.954437,2025-03-19,16
51.454,5.407,21.133362,21.074615,21.19211,4.386684,4.25794,4.515428,4.638752,4.50261,4.774894,4.638752,4.50261,4.774894,30.083916,29.712357,30.455475,2025-03-19,16
51.455,5.407,20.911726,20.911726,20.911726,4.3707647,4.3707647,4.3707647,4.6219187,4.6219187,4.6219187,4.6219187,4.6219187,4.6219187,30.48294,30.48294,30.48294,2025-03-19,16
51.457,5.407,20.909056,20.828945,20.989166,5.376091,5.261773,5.490409,5.685013,5.564126,5.8058996,5.685013,5.564126,5.8058996,30.737007,30.22049,31.253525,2025-03-19,16
51.454,5.408,20.937096,20.85565,21.01854,5.0424943,4.938357,5.1466317,5.332247,5.2221255,5.442368,5.332247,5.2221255,5.442368,29.852745,29.64827,30.05722,2025-03-19,16
51.457,5.408,20.95445,20.95445,20.95445,5.155495,5.155495,5.155495,5.451741,5.451741,5.451741,5.451741,5.451741,5.451741,30.418854,30.418854,30.418854,2025-03-19,16
51.453,5.409,20.980263,20.9411,21.037231,4.914542,4.8372464,5.0220428,5.1969423,5.1152053,5.3106203,5.1969423,5.1152053,5.3106203,29.896484,29.42244,30.310516,2025-03-19,16
51.458,5.409,20.891699,20.885023,20.898375,5.4028797,5.3225813,5.4831777,5.7133408,5.6284285,5.798253,5.7133408,5.6284285,5.798253,30.483704,30.392914,30.574493,2025-03-19,16
51.451,5.41,20.967802,20.967802,20.967802,4.016954,4.016954,4.016954,4.247777,4.247777,4.247777,4.247777,4.247777,4.247777,30.147247,30.147247,30.147247,2025-03-19,16
51.452,5.41,20.965132,20.962461,20.967802,4.8607955,4.6429024,5.078688,5.140107,4.9096937,5.370521,5.140107,4.9096937,5.370521,29.639877,29.394974,29.88478,2025-03-19,16
51.458,5.41,20.9411,20.9411,20.9411,4.7841816,4.7841816,4.7841816,5.059091,5.059091,5.059091,5.059091,5.059091,5.059091,29.594864,29.594864,29.594864,2025-03-19,16
51.459,5.41,20.86366,20.86366,20.86366,4.7729793,4.7729793,4.7729793,5.047245,5.047245,5.047245,5.047245,5.047245,5.047245,29.820692,29.820692,29.820692,2025-03-19,16
51.451,5.411,21.017204,20.919737,21.114672,4.569485,4.373853,4.765117,4.832058,4.6251845,5.0389314,4.832058,4.6251845,5.0389314,29.816124,29.503311,30.128937,2025-03-19,16
51.452,5.411,21.093307,21.093307,21.093307,5.162056,5.162056,5.162056,5.4586787,5.4586787,5.4586787,5.4586787,5.4586787,5.4586787,30.492096,30.492096,30.492096,2025-03-19,16
51.459,5.411,21.079958,20.997177,21.205462,5.106044,5.0025935,5.1778665,5.3994484,5.290054,5.475398,5.3994484,5.290054,5.475398,30.093327,29.295792,31.163498,2025-03-19,16
51.46,5.411,21.03634,20.95445,21.10933,5.290466,5.216679,5.412228,5.5944676,5.516441,5.7232265,5.5944676,5.516441,5.7232265,31.148233,30.337982,32.42389,2025-03-19,16
51.461,5.411,20.94644,20.94644,20.94644,5.2802305,5.2802305,5.2802305,5.583644,5.583644,5.583644,5.583644,5.583644,5.583644,30.492096,30.492096,30.492096,2025-03-19,16
51.461,5.412,21.055033,20.95445,21.144045,4.8302364,4.4598126,5.053383,5.1077924,4.716083,5.3437614,5.1077924,4.716083,5.3437614,30.652826,30.229645,31.172653,2025-03-19,16
51.461,5.413,20.939766,20.869001,21.010529,4.301726,4.1327033,4.470748,4.548912,4.3701773,4.727647,4.548912,4.3701773,4.727647,31.018532,30.873566,31.163498,2025-03-19,16
51.462,5.414,20.982489,20.967802,20.997177,4.464776,4.379706,4.5498457,4.7213316,4.6313734,4.81129,4.7213316,4.6313734,4.81129,30.931557,30.6279,31.235214,2025-03-19,16
51.462,5.415,21.006523,20.981155,21.03189,4.5479302,4.5469155,4.5489454,4.8092647,4.8081913,4.810338,4.8092647,4.8081913,4.810338,31.181038,30.64621,31.715866,2025-03-19,16
51.463,5.416,20.94377,20.850307,21.037231,4.4181957,4.3631043,4.4732876,4.6720753,4.6138177,4.7303324,4.6720753,4.6138177,4.7303324,31.000221,30.954437,31.046005,2025-03-19,16
51.463,5.417,21.045242,21.045242,21.045242,4.2357836,4.2357836,4.2357836,4.479181,4.479181,4.479181,4.479181,4.479181,4.479181,30.609589,30.609589,30.609589,2025-03-19,16
51.464,5.417,20.834288,20.834288,20.834288,4.4723134,4.4723134,4.4723134,4.729302,4.729302,4.729302,4.729302,4.729302,4.729302,30.22049,30.22049,30.22049,2025-03-19,16
51.464,5.418,20.975815,20.975815,20.975815,4.5995593,4.5995593,4.5995593,4.86386,4.86386,4.86386,4.86386,4.86386,4.86386,30.492096,30.492096,30.492096,2025-03-19,16
51.464,5.419,20.8443,20.77287,20.911726,4.5727534,4.054367,4.8701835,4.8355136,4.2873397,5.150035,4.8355136,4.2873397,5.150035,30.63744,30.22049,31.009384,2025-03-19,16
51.464,5.42,20.925077,20.925077,20.925077,3.9826624,3.9826624,3.9826624,4.211515,4.211515,4.211515,4.211515,4.211515,4.211515,32.26062,32.26062,32.26062,2025-03-19,16
51.465,5.42,20.842299,20.842299,20.842299,4.358781,4.358781,4.358781,4.609246,4.609246,4.609246,4.609246,4.609246,4.609246,31.209274,31.209274,31.209274,2025-03-19,16
51.465,5.421,20.660715,20.660715,20.660715,4.6441193,4.6441193,4.6441193,4.9109807,4.9109807,4.9109807,4.9109807,4.9109807,4.9109807,30.891876,30.891876,30.891876,2025-03-19,16
51.465,5.422,20.76931,20.738155,20.812923,5.977306,5.5249357,6.3494835,6.320775,5.8424106,6.7143383,6.320775,5.8424106,6.7143383,30.53482,30.374603,30.855255,2025-03-19,16
51.466,5.423,20.779545,20.751507,20.807583,6.1245008,6.0645084,6.184493,6.4764276,6.412988,6.5398674,6.4764276,6.412988,6.5398674,30.62333,30.10147,31.145187,2025-03-19,16
51.466,5.424,20.885023,20.885023,20.885023,5.347864,5.347864,5.347864,5.6551642,5.6551642,5.6551642,5.6551642,5.6551642,5.6551642,31.163498,31.163498,31.163498,2025-03-19,16
51.466,5.425,20.70878,20.70878,20.70878,4.3102717,4.3102717,4.3102717,4.557949,4.557949,4.557949,4.557949,4.557949,4.557949,31.998154,31.998154,31.998154,2025-03-19,16
51.467,5.425,20.70077,20.70077,20.70077,4.133344,4.133344,4.133344,4.3708553,4.3708553,4.3708553,4.3708553,4.3708553,4.3708553,30.981903,30.981903,30.981903,2025-03-19,16
51.467,5.426,20.722134,20.722134,20.722134,3.9525106,3.9525106,3.9525106,4.1796303,4.1796303,4.1796303,4.1796303,4.1796303,4.1796303,32.42389,32.42389,32.42389,2025-03-19,16
51.467,5.427,20.78622,20.78622,20.78622,4.6505494,4.6505494,4.6505494,4.9177804,4.9177804,4.9177804,4.9177804,4.9177804,4.9177804,31.634995,31.634995,31.634995,2025-03-19,16
51.467,5.428,20.755512,20.738155,20.77287,4.9769754,4.8846326,5.0693183,5.2629633,5.165314,5.3606124,5.2629633,5.165314,5.3606124,31.339737,31.271835,31.407639,2025-03-19,16
51.467,5.429,20.898375,20.898375,20.898375,4.685661,4.685661,4.685661,4.9549093,4.9549093,4.9549093,4.9549093,4.9549093,4.9549093,30.128937,30.128937,30.128937,2025-03-19,16
51.467,5.43,21.059664,20.9411,21.226826,4.240255,3.865199,4.4545436,4.483909,4.0873017,4.710511,4.483909,4.0873017,4.710511,30.267178,29.576553,30.64621,2025-03-19,16
51.468,5.43,21.298923,21.298923,21.298923,4.124238,4.124238,4.124238,4.361226,4.361226,4.361226,4.361226,4.361226,4.361226,29.86647,29.86647,29.86647,2025-03-19,16
51.468,5.431,21.284237,21.277561,21.290913,4.3975596,4.2922087,4.502911,4.6502533,4.5388484,4.761658,4.6502533,4.5388484,4.761658,29.394966,28.877686,29.912247,2025-03-19,16
51.468,5.432,21.19211,21.19211,21.19211,4.1707487,4.1707487,4.1707487,4.410409,4.410409,4.410409,4.410409,4.410409,4.410409,29.875626,29.875626,29.875626,2025-03-19,16
51.469,5.432,21.290913,21.290913,21.290913,4.060541,4.060541,4.060541,4.293869,4.293869,4.293869,4.293869,4.293869,4.293869,29.449905,29.449905,29.449905,2025-03-19,16
51.469,5.433,21.317616,21.317616,21.317616,3.863035,3.863035,3.863035,4.0850134,4.0850134,4.0850134,4.0850134,4.0850134,4.0850134,29.620804,29.620804,29.620804,2025-03-19,16
51.47,5.434,21.181429,21.136034,21.226826,3.836297,3.817402,3.8551924,4.0567393,4.0367584,4.07672,4.0567393,4.0367584,4.07672,29.21797,29.14015,29.295792,2025-03-19,16
51.47,5.435,21.19211,21.19211,21.19211,4.149373,4.149373,4.149373,4.387805,4.387805,4.387805,4.387805,4.387805,4.387805,29.721512,29.721512,29.721512,2025-03-19,16
51.471,5.435,21.136034,21.136034,21.136034,4.362029,4.362029,4.362029,4.612681,4.612681,4.612681,4.612681,4.612681,4.612681,28.714417,28.714417,28.714417,2025-03-19,16
51.471,5.436,21.242847,21.242847,21.242847,4.328482,4.328482,4.328482,4.577206,4.577206,4.577206,4.577206,4.577206,4.577206,29.132523,29.132523,29.132523,2025-03-19,16
51.471,5.437,21.18677,21.18677,21.18677,3.905373,3.905373,3.905373,4.1297846,4.1297846,4.1297846,4.1297846,4.1297846,4.1297846,29.44075,29.44075,29.44075,2025-03-19,16
51.472,5.437,21.178759,21.178759,21.178759,4.0317717,4.0317717,4.0317717,4.263446,4.263446,4.263446,4.263446,4.263446,4.263446,29.394974,29.394974,29.394974,2025-03-19,16
51.472,5.438,21.254864,21.248186,21.26154,3.8415275,3.7013173,3.9817379,4.06227,3.9140031,4.2105374,4.06227,3.9140031,4.2105374,29.08216,28.86853,29.295792,2025-03-19,16
51.473,5.439,21.226826,21.226826,21.226826,3.5155513,3.5155513,3.5155513,3.7175627,3.7175627,3.7175627,3.7175627,3.7175627,3.7175627,29.394974,29.394974,29.394974,2025-03-19,16
51.473,5.44,21.206797,21.200123,21.213472,4.0252905,3.9839916,4.0665894,4.2565928,4.2129207,4.3002644,4.2565928,4.2129207,4.3002644,29.426254,29.167618,29.68489,2025-03-19,16
51.473,5.441,21.364347,21.33898,21.389715,3.65131,3.4730134,3.8296068,3.8611224,3.6725802,4.0496645,3.8611224,3.6725802,4.0496645,28.88227,28.723572,29.04097,2025-03-19,16
51.474,5.442,21.315691,20.981155,21.627375,4.5611434,3.5391355,6.040594,4.8232365,3.7425017,6.3877,4.8232365,3.7425017,6.3877,28.818434,27.508957,29.893936,2025-03-19,16
51.474,5.443,20.866331,20.807583,20.925077,4.7294016,4.5234056,4.9353976,5.0011635,4.7833304,5.2189965,5.0011635,4.7833304,5.2189965,29.439987,29.330887,29.549088,2025-03-19,16
51.475,5.444,20.862326,20.85565,20.869001,4.371004,4.3637156,4.3782926,4.622172,4.6144643,4.629879,4.622172,4.6144643,4.629879,29.372086,29.312576,29.431595,2025-03-19,16
51.475,5.445,21.047913,20.85565,21.240177,4.3456345,4.21761,4.4736586,4.595343,4.459963,4.7307234,4.5953426,4.459963,4.730722,29.130234,29.095901,29.164566,2025-03-19,16
51.476,5.445,18.010412,17.982374,18.038452,4.074333,3.8272254,4.3214407,4.3084526,4.0471454,4.5697594,4.3084526,4.0471454,4.5697594,36.474396,36.16693,36.78186,2025-03-19,16
51.475,5.446,19.23209,18.18532,21.9131,4.180893,3.4695988,5.5419126,4.4211345,3.6689687,5.860363,4.421134,3.6689687,5.860361,33.603104,28.66101,36.25238,2025-03-19,16
51.476,5.446,21.25925,18.212025,21.905088,5.356645,4.009196,5.822528,5.6644497,4.239572,6.157103,5.6644483,4.239572,6.1571007,30.153345,28.59082,37.16945,2025-03-19,16
51.474,5.447,19.64065,18.487066,21.878386,4.6029716,4.039976,5.509312,4.8674674,4.272121,5.825889,4.867467,4.272121,5.825887,33.367916,28.781555,36.04944,2025-03-19,16
51.475,5.447,20.7791,18.34554,22.017242,4.8823266,4.087161,5.3646865,5.162875,4.322017,5.6729527,5.162874,4.322017,5.672951,31.22555,29.069962,35.1873,2025-03-19,16
51.476,5.447,21.654078,21.549934,21.75822,5.227166,4.8952394,5.8257327,5.5275297,5.176529,6.160492,5.527528,5.176527,6.16049,28.83548,28.387878,29.10353,2025-03-19,16
51.47,5.448,21.87438,21.814297,21.934462,4.271846,4.217084,4.3266077,4.5173154,4.4594064,4.575224,4.5173135,4.459405,4.575222,28.93415,28.863953,29.004349,2025-03-19,16
51.473,5.448,19.661121,18.556496,21.800945,4.30276,3.7174969,5.1315794,4.5500054,3.9311113,5.4264507,4.550005,3.9311113,5.426449,33.12021,28.851746,35.382614,2025-03-19,16
51.474,5.448,21.792934,21.792934,21.792934,5.087343,5.087343,5.087343,5.379673,5.379673,5.379673,5.379671,5.379671,5.379671,28.46112,28.46112,28.46112,2025-03-19,16
51.476,5.448,24.336088,21.058594,25.782406,4.3147125,3.2523983,5.7285757,4.5744348,3.4392886,6.152065,4.5888324,3.4392886,6.267252,28.426212,23.57518,33.83229,2025-03-19,16
51.468,5.449,21.922445,21.84901,21.99588,3.8459175,3.7689044,3.9229305,4.066912,3.9854739,4.1483502,4.0669107,3.9854724,4.148349,29.093605,28.863953,29.323257,2025-03-19,16
51.469,5.449,21.889957,21.843672,21.92645,3.9557633,3.884347,4.0307975,4.1830697,4.1075497,4.2624154,4.1830688,4.1075487,4.262414,28.678818,28.400085,29.152359,2025-03-19,16
51.471,5.449,21.841002,21.779583,21.955826,4.4093084,4.146436,4.6182528,4.6626763,4.384699,4.883627,4.6626744,4.3846974,4.8836255,28.841574,28.645752,28.963135,2025-03-19,16
51.472,5.449,20.202753,18.564507,21.84901,4.262267,3.6677296,4.965316,4.5071855,3.8784842,5.2506337,4.507185,3.8784842,5.250632,31.70938,28.758665,34.636444,2025-03-19,16
51.473,5.449,20.200083,18.543144,21.857021,4.361341,3.6755466,5.047135,4.6119523,3.8867507,5.337154,4.6119514,3.8867507,5.337152,31.847092,28.995178,34.699005,2025-03-19,16
51.476,5.449,23.42751,21.317616,24.666208,4.813994,3.9463987,5.802913,5.125549,4.173168,6.214402,5.1682124,4.173168,6.309716,27.57915,24.626526,31.560226,2025-03-19,16
51.468,5.45,21.878386,21.878386,21.878386,4.1370916,4.1370916,4.1370916,4.374818,4.374818,4.374818,4.3748164,4.3748164,4.3748164,29.080643,29.080643,29.080643,2025-03-19,16
51.471,5.45,18.625925,18.625925,18.625925,3.649436,3.649436,3.649436,3.8591397,3.8591397,3.8591397,3.8591397,3.8591397,3.8591397,34.90805,34.90805,34.90805,2025-03-19,16
51.467,5.451,21.883726,21.883726,21.883726,8.643235,8.643235,8.643235,9.1398945,9.1398945,9.1398945,9.139892,9.139892,9.139892,29.60402,29.60402,29.60402,2025-03-19,16
51.468,5.451,21.873045,21.862364,21.883726,5.2009816,3.7728653,6.6290975,5.4998407,3.9896622,7.0100193,5.499839,3.9896607,7.010017,30.452423,29.706253,31.198593,2025-03-19,16
